300326,271766137.09999996,98.0,95.0,92.0,99.0,384.0
600446,1550699589.0599999,96.0,97.0,86.0,98.0,377.0
300268,53982760.289999999,75.0,99.0,94.0,100.0,368.0
002699,273509780.60000002,97.0,93.0,84.0,92.0,366.0
300199,409593160.35000002,95.0,92.0,86.0,92.0,365.0
000017,87483993.039999992,82.0,100.0,84.0,96.0,362.0
300017,3376510245.3499999,99.0,96.0,63.0,100.0,358.0
000922,827286042.5,100.0,92.0,66.0,100.0,358.0
300107,86292950.670000002,98.0,82.0,86.0,91.0,357.0
600317,1698830414.48,97.0,97.0,69.0,94.0,357.0
300113,649932512.36000001,98.0,95.0,66.0,97.0,356.0
300329,211924323.07999998,98.0,91.0,70.0,95.0,354.0
600588,3034245638.8999996,90.0,96.0,68.0,99.0,353.0
603169,1460156365.4400001,99.0,92.0,60.0,100.0,351.0
002408,378854613.35000002,96.0,78.0,91.0,82.0,347.0
002280,436248799.03000003,96.0,62.0,94.0,94.0,346.0
600455,119690708.34999999,92.0,98.0,57.0,99.0,346.0
300147,993560023.34000003,94.0,96.0,60.0,96.0,346.0
002020,240669329.04000002,98.0,77.0,80.0,91.0,346.0
000802,441933487.32999998,98.0,83.0,65.0,99.0,345.0
600271,2200834481.1599998,92.0,81.0,78.0,93.0,344.0
002438,791879780.86999989,100.0,97.0,46.0,100.0,343.0
601700,273429152.45999998,95.0,62.0,93.0,93.0,343.0
600836,2386291091.1399999,100.0,98.0,46.0,99.0,343.0
600438,465373881.06999993,94.0,75.0,82.0,92.0,343.0
300378,338880040.86000001,98.0,92.0,60.0,92.0,342.0
002707,199207415.44,89.0,63.0,99.0,91.0,342.0
300222,183982231.61000001,95.0,73.0,86.0,87.0,341.0
600661,104717026.40000001,78.0,72.0,93.0,98.0,341.0
300178,854668910.76999998,94.0,91.0,63.0,93.0,341.0
002684,177481713.31999999,96.0,76.0,79.0,88.0,339.0
600774,20827207.800000001,85.0,78.0,96.0,79.0,338.0
002690,208286568.28,98.0,68.0,88.0,84.0,338.0
601016,475604465.26999998,87.0,78.0,76.0,97.0,338.0
002681,213250323.41999999,81.0,78.0,93.0,86.0,338.0
000526,55959658.800000012,78.0,93.0,77.0,88.0,336.0
600458,376178878.87999994,100.0,39.0,96.0,100.0,335.0
000581,1456065829.6399999,80.0,79.0,77.0,99.0,335.0
000585,706397536.34000003,100.0,100.0,37.0,98.0,335.0
002101,297967759.84000003,97.0,86.0,58.0,93.0,334.0
002382,122141073.08,90.0,77.0,89.0,78.0,334.0
600626,922328854.0,99.0,91.0,47.0,97.0,334.0
600309,3822557374.5500002,89.0,90.0,60.0,95.0,334.0
000738,1818355675.8500001,99.0,95.0,49.0,91.0,334.0
300075,199683380.49000001,72.0,84.0,85.0,93.0,334.0
600620,192341703.91,73.0,95.0,78.0,88.0,334.0
601880,881750211.85000002,83.0,62.0,92.0,96.0,333.0
300295,407163408.39999992,53.0,94.0,89.0,97.0,333.0
600885,379422478.12,89.0,67.0,82.0,95.0,333.0
601000,1156760429.3099999,78.0,89.0,76.0,88.0,331.0
002273,376701948.28000009,79.0,87.0,75.0,90.0,331.0
000695,65950316.959999993,58.0,87.0,92.0,94.0,331.0
600598,628822856.96000004,90.0,75.0,75.0,90.0,330.0
600107,1058862865.4799999,99.0,99.0,34.0,98.0,330.0
002299,471163001.14999998,94.0,81.0,67.0,87.0,329.0
300287,238594190.20999998,78.0,62.0,96.0,93.0,329.0
300114,110760246.90000001,78.0,65.0,96.0,90.0,329.0
300067,138980984.86000001,81.0,76.0,77.0,94.0,328.0
300291,242064222.13,74.0,62.0,96.0,95.0,327.0
002635,253790441.75,98.0,74.0,67.0,88.0,327.0
600146,174814482.52000001,92.0,99.0,54.0,81.0,326.0
000777,4326585957.8700008,99.0,100.0,32.0,95.0,326.0
