date,open,close,volume
2015-12-31,52.3,50.62,41175.6
2015-12-30,52.01,52.28,72426.08
2015-12-29,51.4,52.2,57772.3
2015-12-28,49.21,51.4,69349.64
2015-12-25,50.51,49.23,45149.6
2015-12-24,48.0,50.0,66288.03
2015-12-23,46.45,48.18,113474.16
2015-12-22,44.76,46.3,45253.55
2015-12-21,44.6,44.61,31099.92
2015-12-18,44.48,44.89,32870.12
2015-12-17,43.64,44.23,37469.09
2015-12-16,44.0,43.35,29942.64
2015-12-15,43.17,43.95,39790.4
2015-12-14,42.78,42.74,27544.51
2015-12-11,42.39,42.83,19510.49
2015-12-10,42.98,42.69,15728.6
2015-12-09,42.7,42.65,20879.04
2015-12-08,43.88,42.9,29426.39
2015-12-07,44.58,44.0,61057.84
2015-12-04,46.1,44.8,46846.8
2015-12-03,45.83,46.09,35853.22
2015-12-02,44.25,46.02,39003.74
2015-12-01,45.49,44.21,23381.92
2015-11-30,45.3,44.99,49627.77
2015-11-27,48.8,45.05,48242.21
2015-11-26,47.91,48.55,82139.78
2015-11-25,46.68,47.5,42920.37
2015-11-24,47.5,46.57,68000.69
2015-11-23,47.64,47.7,71401.96
2015-11-20,49.0,47.98,77721.12
2015-11-19,48.3,48.77,101839.76
2015-11-18,45.0,49.12,151119.88
2015-11-17,44.52,44.66,87113.93
2015-11-16,42.58,44.18,36833.65
2015-11-13,44.65,43.92,45351.79
2015-11-12,46.0,44.66,61502.0
2015-11-11,43.26,46.15,60200.61
2015-11-10,43.2,43.73,44749.93
2015-11-09,42.98,44.0,52870.54
2015-11-06,42.25,43.56,46542.05
2015-11-05,44.0,42.25,66596.05
2015-11-04,41.05,43.45,41065.56
2015-11-03,41.0,41.05,22432.08
2015-11-02,40.7,40.83,30260.69
2015-10-30,42.2,41.68,42543.48
2015-10-29,43.01,42.65,24035.62
2015-10-28,43.32,43.0,40599.17
2015-10-27,43.28,43.56,53259.29
2015-10-26,45.9,43.75,96167.1
2015-10-23,46.93,45.3,92338.45
2015-10-22,43.5,45.55,75193.3
2015-10-21,42.15,42.28,87761.65
2015-10-20,41.5,42.19,66614.01
2015-10-19,42.3,41.93,43749.15
2015-10-16,43.46,42.07,55001.97
2015-10-15,39.61,42.5,45640.64
2015-10-14,41.31,39.54,31119.2
2015-10-13,41.3,41.31,36867.8
2015-10-12,41.25,41.9,43670.54
2015-10-09,38.8,41.25,33819.38
2015-10-08,38.48,39.16,34136.73
2015-10-07,37.25,37.47,1065.74
2015-09-30,37.01,36.68,28496.44
2015-09-29,37.4,37.25,38564.32
2015-09-28,36.17,37.89,26585.48
2015-09-25,37.25,36.1,26679.31
2015-09-24,37.5,37.98,35327.01
2015-09-23,38.56,37.6,33192.2
2015-09-22,39.0,38.85,46485.72
2015-09-21,35.7,39.4,51378.21
2015-09-18,35.56,36.8,58703.73
2015-09-17,33.95,35.27,67203.72
2015-09-16,31.39,33.37,42668.57
2015-09-15,29.99,30.34,41801.84
2015-09-14,34.04,30.42,54274.87
2015-09-11,34.68,33.8,44655.73
2015-09-10,34.6,34.69,49828.04
2015-09-09,32.53,34.89,97912.53
2015-09-08,29.28,31.72,73148.14
2015-09-07,28.88,28.84,44348.43
2015-09-02,28.0,27.78,59259.96
2015-09-01,32.2,28.97,67736.44
2015-08-31,35.71,32.19,45133.57
2015-08-28,33.69,35.77,62186.86
2015-08-27,34.0,32.97,99776.55
2015-08-26,35.73,35.73,119098.41
2015-08-20,42.4,39.7,61771.44
2015-08-19,39.05,43.0,83748.52
2015-08-18,44.11,42.0,143571.42
2015-08-17,42.84,44.48,120812.85
2015-08-14,41.4,42.27,85256.62
2015-08-13,41.15,40.9,83119.61
2015-08-12,42.13,40.89,71406.21
2015-08-11,43.2,43.46,118546.4
2015-08-10,39.8,42.9,99925.71
2015-08-07,37.3,39.33,137472.77
2015-08-06,38.1,37.31,135009.75
2015-08-05,45.79,41.45,123827.92
2015-08-04,42.8,46.05,90452.04
2015-08-03,48.9,44.14,44788.62
2015-07-31,47.05,49.04,47418.63
2015-07-30,47.6,48.3,48518.78
2015-07-29,45.45,47.86,61269.95
2015-07-28,43.61,43.9,83190.08
2015-07-27,52.43,48.45,70397.0
2015-07-24,55.42,53.83,57177.16
2015-07-23,53.13,55.42,37196.8
2015-07-22,53.32,54.51,53647.22
2015-07-21,53.35,53.31,26545.88
2015-07-20,51.68,54.49,66487.28
2015-07-17,48.0,51.68,68900.33
2015-07-16,40.31,46.98,81716.39
2015-07-15,47.56,43.01,136817.95
2015-07-14,43.42,43.42,14245.46
2015-07-13,39.47,39.47,4166.72
2015-07-10,35.88,35.88,4077.5
2015-07-09,26.69,32.62,85675.55
2015-07-08,29.65,29.65,243179.44
2015-07-07,34.0,32.94,44275.36
2015-07-06,44.74,36.6,129413.63
2015-07-03,42.4,40.67,128617.76
2015-07-02,50.03,45.19,57502.28
2015-07-01,53.93,50.21,53951.55
2015-06-30,43.44,53.1,85353.41
2015-06-29,56.48,48.27,80068.6
2015-06-26,57.0,53.63,37920.54
2015-06-25,63.9,59.59,35541.58
2015-06-24,59.44,63.27,46423.95
2015-06-23,57.01,59.72,43102.43
2015-06-19,62.0,56.77,42506.93
2015-06-18,67.5,63.08,36719.29
2015-06-17,64.0,67.35,38552.64
2015-06-16,66.49,62.54,56210.12
2015-06-15,69.95,66.49,62731.83
2015-06-12,71.9,70.36,51162.31
2015-06-11,73.04,72.79,36164.76
2015-06-10,65.0,72.0,51126.95
2015-06-09,67.24,65.57,49110.62
2015-06-08,73.08,67.05,58357.02
2015-06-05,79.0,73.05,46116.57
2015-06-04,79.89,78.02,48538.05
2015-06-03,72.66,79.6,41884.25
2015-06-02,66.5,72.36,45508.39
2015-06-01,60.3,65.78,45311.24
2015-05-29,61.14,60.3,64629.06
2015-05-28,66.88,61.0,44806.83
2015-05-27,69.8,65.41,64705.08
2015-05-26,68.57,70.03,44901.84
2015-05-25,67.5,70.68,58402.82
2015-05-22,65.62,66.7,93567.18
2015-05-21,67.97,65.87,105989.38
2015-05-20,59.3,61.84,19885.42
2015-05-19,51.15,56.22,74104.47
2015-05-18,48.56,51.11,113700.73
2015-05-15,47.15,47.91,80177.81
2015-05-14,45.67,47.2,123974.43
2015-05-13,42.5,45.65,116134.56
2015-05-12,44.99,43.63,110228.83
2015-05-11,41.85,44.45,109612.53
2015-05-08,41.06,41.7,71359.19
2015-05-07,41.21,40.43,40874.53
2015-05-06,40.95,41.19,111315.34
2015-05-05,44.38,40.68,74661.98
2015-05-04,45.0,44.4,45324.14
2015-04-30,47.0,45.5,52022.44
2015-04-29,44.6,46.22,53908.78
2015-04-28,47.0,45.22,50270.54
2015-04-27,44.49,47.37,93627.44
2015-04-24,44.12,44.0,58865.79
2015-04-23,45.5,44.69,60193.02
2015-04-22,44.69,45.5,39364.54
2015-04-21,43.02,44.65,36269.97
2015-04-20,45.6,43.0,59013.67
2015-04-17,47.38,46.0,40135.03
2015-04-16,46.0,47.43,46120.71
2015-04-15,49.8,46.28,37079.88
2015-04-14,52.75,49.81,69263.77
2015-04-13,45.51,50.69,92348.27
2015-04-10,42.7,46.08,91373.58
2015-04-09,42.9,43.97,74220.76
2015-04-08,45.74,43.21,69465.01
2015-04-07,43.19,45.66,77042.64
2015-04-03,41.78,43.2,73475.85
2015-04-02,41.22,42.18,100091.14
2015-04-01,40.35,40.54,64086.62
2015-03-31,40.88,40.45,59335.22
2015-03-30,40.17,40.59,49393.63
2015-03-27,40.82,40.38,63945.14
2015-03-26,42.91,40.5,87218.13
2015-03-25,42.0,42.75,101766.83
2015-03-24,42.0,44.03,137381.36
2015-03-23,39.2,42.5,149756.42
2015-03-20,39.22,39.09,42941.54
2015-03-19,39.5,39.15,46433.64
2015-03-18,38.69,39.85,40394.4
2015-03-17,40.73,39.68,53817.74
2015-03-16,38.21,40.44,59962.27
2015-03-13,38.3,37.97,25087.18
2015-03-12,37.71,38.22,33803.75
2015-03-11,37.3,37.71,39599.75
2015-03-10,37.3,37.2,29375.5
2015-03-09,36.88,37.39,32773.71
2015-03-06,39.2,37.09,52357.56
2015-03-05,38.29,39.28,57641.77
2015-03-04,38.0,38.39,29494.1
2015-03-03,38.8,38.38,50741.96
2015-03-02,37.15,39.5,81831.09
2015-02-27,36.89,37.11,54901.19
2015-02-26,36.77,36.52,77242.52
2015-02-25,37.88,36.8,52608.98
2015-02-24,38.1,38.1,1006.29
2015-02-17,38.9,38.03,61430.36
2015-02-16,38.33,39.2,85920.21
2015-02-13,38.0,38.33,98218.1
2015-02-12,34.8,37.48,137985.77
2015-02-11,32.18,35.36,140293.12
2015-02-10,30.15,32.18,69315.07
2015-02-09,30.31,30.15,35316.79
2015-02-06,29.7,30.58,53051.93
2015-02-05,30.5,29.8,41479.75
2015-02-04,31.3,30.22,45239.56
2015-02-03,31.06,31.3,59763.45
2015-02-02,30.8,30.93,35890.09
2015-01-30,31.89,31.21,27302.39
2015-01-29,32.3,31.89,40787.2
2015-01-28,30.53,33.01,94646.2
2015-01-27,31.0,30.95,62533.68
2015-01-26,30.8,31.14,58675.18
2015-01-23,32.2,31.35,53770.34
2015-01-22,31.6,32.38,67387.54
2015-01-21,31.26,31.56,109574.28
2015-01-20,28.8,31.68,113274.35
2015-01-19,26.52,28.8,151373.31
2015-01-16,26.92,27.03,26520.92
2015-01-15,27.6,27.15,20864.69
2015-01-14,26.87,27.55,31931.26
2015-01-13,25.95,26.93,27436.34
2015-01-12,26.38,25.95,17708.99
2015-01-09,26.87,26.49,37929.16
2015-01-08,26.9,27.2,45322.66
2015-01-07,26.83,26.9,39082.49
2015-01-06,26.2,27.26,56433.04
2015-01-05,26.6,26.8,60720.04
