date,open,close,volume
2015-12-31,8.05,7.98,316673.84
2015-12-30,8.05,8.01,356264.97
2015-12-29,8.0,8.05,320572.97
2015-12-28,8.21,8.03,511796.97
2015-12-25,8.08,8.21,605710.0
2015-12-24,8.19,8.07,498862.25
2015-12-23,8.33,8.19,573552.56
2015-12-22,8.41,8.3,556892.44
2015-12-21,8.24,8.38,705313.88
2015-12-18,8.35,8.3,514625.91
2015-12-17,8.41,8.39,752770.0
2015-12-16,8.3,8.25,413698.78
2015-12-15,8.37,8.28,494182.0
2015-12-14,8.02,8.39,683942.38
2015-12-11,8.07,8.03,360901.53
2015-12-10,8.14,8.04,436250.91
2015-12-09,8.19,8.14,435254.88
2015-12-08,8.57,8.25,562033.38
2015-12-07,8.6,8.58,529221.94
2015-12-04,8.72,8.51,654930.75
2015-12-03,8.73,8.76,625376.81
2015-12-02,8.4,8.75,881823.38
2015-12-01,8.38,8.39,525964.62
2015-11-30,8.54,8.37,889491.38
2015-11-27,9.35,8.55,1143151.25
2015-11-26,9.41,9.27,761470.56
2015-11-25,9.4,9.41,781701.06
2015-11-24,9.36,9.3,612927.5
2015-11-23,9.45,9.39,721910.69
2015-11-20,9.52,9.48,871730.81
2015-11-19,9.4,9.49,559643.25
2015-11-18,9.66,9.38,737999.25
2015-11-17,9.71,9.65,1133622.88
2015-11-16,9.36,9.63,740686.62
2015-11-13,9.9,9.6,1370249.62
2015-11-12,9.96,10.02,1791735.62
2015-11-11,9.9,9.98,1446789.0
2015-11-10,10.0,9.95,1563638.88
2015-11-09,9.9,10.12,2476647.25
2015-11-06,9.77,9.99,1979980.5
2015-11-05,9.56,9.92,2725715.0
2015-11-04,9.16,9.57,1217554.88
2015-11-03,9.04,9.08,705796.06
2015-11-02,9.39,9.05,1130053.12
2015-10-30,9.78,9.64,1065044.62
2015-10-29,9.96,9.89,977392.0
2015-10-28,10.18,9.89,1586946.0
2015-10-27,9.98,10.4,2296202.75
2015-10-26,10.3,10.14,1612970.12
2015-10-23,10.25,10.18,1998850.75
2015-10-22,9.9,10.23,1967755.0
2015-10-21,10.86,9.9,2896846.25
2015-10-20,10.39,10.99,2154149.25
2015-10-19,11.03,10.52,2930180.5
2015-10-16,10.3,10.6,2615861.75
2015-10-15,9.85,10.19,2136090.5
2015-10-14,10.05,9.89,2741349.0
2015-10-13,9.61,10.2,3788414.0
2015-10-12,9.25,9.71,2934713.25
2015-10-09,9.08,9.18,1080938.0
2015-10-08,9.15,9.11,1260582.75
2015-09-30,8.65,8.68,735715.81
2015-09-29,8.66,8.54,739281.44
2015-09-28,8.97,8.87,722919.31
2015-09-25,9.2,8.77,1378259.88
2015-09-24,9.1,9.38,1583740.5
2015-09-23,9.02,9.02,1223951.12
2015-09-22,9.6,9.3,2019587.0
2015-09-21,8.55,9.38,1807246.12
2015-09-18,8.42,8.55,1032929.06
2015-09-17,8.69,8.3,1703065.75
2015-09-16,7.82,8.54,1195606.75
2015-09-15,8.32,7.77,1130864.88
2015-09-14,9.5,8.58,1517103.25
2015-09-11,9.3,9.25,1061524.75
2015-09-10,9.11,9.4,1971381.88
