date,open,close,volume
2015-11-06,26.88,27.46,119962.77
2015-11-05,26.1,26.59,107569.54
2015-11-04,24.5,25.96,93044.86
2015-11-03,24.58,24.0,71256.7
2015-11-02,25.48,24.6,92380.91
2015-10-30,26.4,26.1,68050.72
2015-10-29,26.6,26.45,94034.98
2015-10-28,26.28,26.59,135748.81
2015-10-27,26.36,26.75,160477.86
2015-10-26,26.88,26.12,73219.71
2015-10-23,26.19,26.25,89371.78
2015-10-22,25.08,26.19,124088.07
2015-10-21,27.89,25.24,176635.7
2015-10-20,28.7,28.04,149533.44
2015-10-19,25.72,28.14,267146.69
2015-10-16,25.26,25.58,162733.77
2015-10-15,24.22,24.78,98411.54
2015-10-14,24.76,23.99,116266.62
2015-10-13,24.15,25.29,162302.7
2015-10-12,25.58,24.98,250588.33
2015-10-09,25.01,24.32,85175.85
2015-10-08,25.0,25.05,74335.46
2015-10-07,24.28,24.18,1516.12
2015-09-30,24.2,24.0,88433.03
2015-09-29,23.51,24.46,113565.71
2015-09-28,22.06,23.82,87323.6
2015-09-25,24.18,22.0,91639.67
2015-09-24,25.37,24.13,93784.72
2015-09-23,23.3,24.49,74158.21
2015-09-22,24.74,24.2,130201.7
2015-09-21,21.65,24.21,134796.09
2015-09-18,21.28,22.01,109733.32
2015-09-17,21.88,21.0,96530.59
2015-09-16,20.19,21.89,100650.86
2015-09-15,19.55,19.93,72303.18
2015-09-14,21.9,20.35,100958.26
2015-09-11,21.5,21.7,78184.75
2015-09-10,20.84,21.26,121500.0
2015-09-09,20.2,21.26,116571.07
2015-09-08,17.21,19.69,83084.52
2015-09-07,18.11,17.9,84581.17
2015-09-02,17.0,17.5,89719.73
2015-09-01,19.75,18.27,70905.09
2015-08-31,21.44,20.3,133083.34
2015-08-28,19.98,20.43,105886.8
2015-08-27,17.11,18.57,126335.94
2015-08-26,18.98,16.88,149057.44
2015-08-25,18.76,18.76,116368.77
2015-08-24,21.9,20.84,32279.0
2015-08-21,24.66,23.15,72471.32
2015-08-20,24.04,24.68,75698.33
2015-08-19,24.0,25.39,116960.06
2015-08-18,27.8,25.02,114245.09
2015-08-17,28.0,27.8,114664.97
2015-08-14,27.6,28.5,115144.34
2015-08-13,25.3,27.46,113460.67
2015-08-12,27.8,26.43,166846.31
2015-08-11,25.68,28.44,243330.08
2015-08-10,24.15,25.85,96164.58
2015-08-07,23.5,24.22,99385.62
2015-08-06,22.8,22.67,68127.2
2015-08-05,23.97,23.39,138664.22
2015-08-04,22.01,24.12,155130.34
2015-08-03,24.01,22.13,116659.97
2015-07-31,25.51,24.58,136438.19
2015-07-30,28.0,26.59,222961.59
2015-07-29,24.9,27.0,169895.59
2015-07-28,24.07,24.7,256669.53
2015-07-27,26.86,26.74,398913.12
2015-07-24,24.44,24.44,1116.71
2015-07-23,22.22,22.22,385.14
2015-07-15,21.68,20.2,400856.47
2015-07-14,19.71,19.71,6112.12
2015-07-13,17.92,17.92,7742.0
2015-07-10,16.29,16.29,43437.27
2015-07-09,12.11,14.81,271419.38
2015-07-08,13.46,13.46,18735.0
2015-07-07,15.3,14.95,43094.0
2015-07-06,20.31,16.61,121401.03
2015-07-03,19.59,18.46,118772.81
2015-07-02,22.95,20.51,120669.63
2015-07-01,24.03,22.79,162271.48
2015-06-30,23.1,24.8,143474.12
2015-06-29,27.02,24.32,117004.1
2015-06-26,29.0,27.02,90201.69
2015-06-25,31.28,30.02,86149.43
2015-06-24,28.92,30.37,124634.52
2015-06-23,29.11,28.22,118072.65
2015-06-19,29.11,29.06,83042.45
2015-06-18,32.9,31.37,86482.39
2015-06-17,32.6,33.18,111152.03
2015-06-16,35.0,32.8,122871.94
2015-06-15,37.7,35.27,227378.55
2015-06-12,40.1,39.19,113622.45
2015-06-11,38.09,40.0,125897.84
2015-06-10,36.5,38.11,96683.66
2015-06-09,37.08,37.24,108266.22
2015-06-08,39.43,37.16,131069.95
2015-06-05,39.3,39.22,148135.64
2015-06-04,40.19,39.07,159134.58
2015-06-03,44.33,41.0,331228.25
2015-06-02,38.18,40.48,180503.27
2015-06-01,33.73,36.8,268886.25
2015-05-29,33.8,33.45,276324.25
2015-05-28,32.2,32.8,382438.62
2015-05-27,33.2,32.28,172936.98
2015-05-26,31.0,33.07,197393.06
2015-05-25,31.2,30.6,200791.25
2015-05-22,33.1,31.68,196058.95
2015-05-21,33.15,32.33,177766.02
2015-05-20,34.09,33.65,245410.98
2015-05-19,33.0,34.1,280467.75
2015-05-18,31.2,31.3,170637.45
2015-05-15,30.0,31.59,291896.44
2015-05-14,34.0,31.58,494355.53
2015-05-13,29.5,32.45,227026.84
2015-05-12,29.18,29.5,288371.75
2015-05-11,23.87,26.82,196811.55
2015-05-08,22.95,24.38,465118.97
2015-05-07,21.43,22.5,469994.12
2015-05-06,21.0,21.18,846606.38
2015-05-05,20.65,20.65,17702.02
2015-05-04,18.77,18.77,23413.31
2015-04-30,17.06,17.06,7165.88
2015-04-29,15.51,15.51,5276.38
2015-04-28,14.1,14.1,4578.96
2015-04-27,12.82,12.82,4468.67
2015-04-24,11.65,11.65,2922.32
2015-04-23,10.59,10.59,941.19
2015-04-22,9.63,9.63,2653.61
2015-04-21,8.75,8.75,1487.91
2015-04-20,7.95,7.95,719.02
