date,open,close,volume
2015-12-31,7.07,6.93,249856.88
2015-12-30,6.98,7.08,285709.84
2015-12-29,6.9,6.98,241232.88
2015-12-28,7.13,6.91,365355.25
2015-12-25,6.96,7.09,301872.75
2015-12-24,7.03,7.0,228512.34
2015-12-23,7.08,7.05,340915.44
2015-12-22,7.04,7.07,300580.78
2015-12-21,6.83,6.98,327126.88
2015-12-18,6.89,6.86,190237.52
2015-12-17,6.8,6.9,247912.62
2015-12-16,6.8,6.76,148262.59
2015-12-15,6.76,6.78,148163.3
2015-12-14,6.48,6.78,178029.62
2015-12-11,6.62,6.54,169455.91
2015-12-10,6.72,6.63,141718.72
2015-12-09,6.71,6.7,144225.98
2015-12-08,6.93,6.73,249343.81
2015-12-07,6.97,7.0,211423.16
2015-12-04,6.99,6.96,283509.09
2015-12-03,6.91,7.03,271344.06
2015-12-02,6.87,6.92,298283.53
2015-12-01,6.69,6.96,403194.75
2015-11-30,6.66,6.68,302529.38
2015-11-27,7.14,6.62,456532.84
2015-11-26,7.25,7.17,367511.22
2015-11-25,7.19,7.24,301236.72
2015-11-24,7.21,7.22,278577.0
2015-11-23,7.36,7.21,474161.69
2015-11-20,7.29,7.38,493562.44
2015-11-19,7.28,7.28,350332.84
2015-11-18,7.21,7.18,389630.47
2015-11-17,7.25,7.18,499544.66
2015-11-16,6.96,7.17,350222.88
2015-11-13,7.27,7.12,450366.88
2015-11-12,7.17,7.37,828687.25
2015-11-11,7.14,7.16,470205.25
2015-11-10,7.1,7.17,552673.25
2015-11-09,7.09,7.11,691446.12
2015-11-06,6.98,7.1,585454.81
2015-11-05,6.84,6.98,754940.62
2015-11-04,6.56,6.86,479394.09
2015-11-03,6.62,6.54,193247.84
2015-11-02,6.56,6.58,234712.81
2015-10-30,6.68,6.67,333183.38
2015-10-29,6.71,6.74,338429.78
2015-10-28,6.85,6.65,487299.88
2015-10-27,6.9,6.89,641225.19
2015-10-26,6.94,7.07,708572.88
2015-10-23,6.54,6.82,507007.78
2015-10-22,6.34,6.53,394649.75
2015-10-21,6.85,6.32,651158.0
2015-10-20,6.73,6.87,467384.5
2015-10-19,6.86,6.75,469160.75
2015-10-16,6.88,6.86,511550.09
2015-10-15,6.53,6.85,490704.12
2015-10-14,6.59,6.6,451262.81
2015-10-13,6.5,6.58,385681.28
2015-10-12,6.26,6.58,562553.19
2015-10-09,6.13,6.2,281670.84
2015-10-08,6.15,6.14,327094.28
2015-10-07,5.93,5.94,12313.0
2015-09-30,5.91,5.91,174400.84
2015-09-29,5.89,5.86,157287.55
2015-09-28,5.92,6.02,172339.19
2015-09-25,6.15,5.89,312784.09
2015-09-24,6.03,6.19,335921.5
2015-09-23,6.08,6.04,357785.72
2015-09-22,6.13,6.23,552592.25
2015-09-21,5.8,6.08,346281.34
2015-09-18,5.8,5.89,288475.62
2015-09-17,5.86,5.74,479087.69
2015-09-16,5.43,5.89,441468.38
2015-09-15,5.75,5.35,444753.78
2015-09-14,6.57,5.86,568583.0
2015-09-11,6.51,6.51,352223.06
2015-09-10,6.5,6.48,468566.25
2015-09-09,6.52,6.69,1226207.12
2015-09-08,6.15,6.48,353917.5
2015-09-07,6.35,6.18,591261.94
2015-09-02,5.78,6.25,489073.5
2015-09-01,6.58,6.1,391629.53
2015-08-31,6.95,6.58,389822.41
2015-08-28,6.68,6.96,530167.56
2015-08-27,6.21,6.5,569641.62
2015-08-26,6.8,6.05,669557.38
2015-08-25,6.72,6.72,418089.25
2015-08-24,7.7,7.47,392591.44
2015-08-21,8.72,8.3,545664.75
2015-08-20,9.06,9.0,653912.69
2015-08-19,8.44,9.17,696453.94
2015-08-18,10.04,8.89,898107.12
2015-08-17,9.69,9.88,993067.0
2015-08-14,9.05,9.29,791789.31
2015-08-13,8.79,9.01,520435.12
2015-08-12,8.88,8.79,477134.0
2015-08-11,8.92,9.06,771989.88
2015-08-10,8.52,8.91,638445.44
2015-08-07,8.31,8.41,419876.81
2015-08-06,8.02,8.21,327630.88
2015-08-05,8.42,8.41,556408.81
2015-08-04,7.73,8.35,458785.66
2015-08-03,8.1,7.68,436816.56
2015-07-31,8.24,8.25,389636.19
2015-07-30,8.52,8.28,560031.94
2015-07-29,8.15,8.63,513258.88
2015-07-28,8.0,7.89,721496.38
2015-07-27,8.93,8.32,749586.81
2015-07-24,9.58,9.24,1225810.62
2015-07-23,8.68,9.41,941536.94
2015-07-22,8.69,8.72,515899.81
2015-07-21,8.5,8.67,560787.44
2015-07-20,8.81,8.69,763373.06
2015-07-17,8.21,8.77,653674.06
2015-07-16,7.9,8.2,810207.44
2015-07-15,8.4,7.91,824867.0
2015-07-14,8.5,8.79,1354324.12
2015-07-13,8.28,8.31,865984.0
2015-07-10,7.43,7.55,373713.16
2015-07-09,6.09,6.86,834645.62
2015-07-08,5.55,6.54,2318845.25
2015-07-07,6.6,6.17,678370.44
2015-07-06,7.95,6.85,1237884.12
2015-07-03,7.35,7.25,835089.88
2015-07-02,8.88,8.06,651687.38
2015-07-01,9.8,8.96,758466.38
2015-06-30,9.18,9.96,979263.0
2015-06-29,10.85,9.52,726789.31
2015-06-26,11.1,10.58,507854.03
2015-06-25,12.51,11.75,670442.94
2015-06-24,12.5,12.63,869388.62
2015-06-23,12.78,12.36,953557.81
2015-06-19,13.3,12.88,855916.44
2015-06-18,13.35,13.81,966490.0
2015-06-17,12.06,13.19,1013903.31
2015-06-16,13.0,11.99,798660.69
2015-06-15,12.72,13.02,782141.94
2015-06-12,12.75,12.7,778647.06
2015-06-11,11.73,12.4,795308.75
2015-06-10,10.87,11.73,1025739.5
2015-06-09,10.87,10.92,632231.5
2015-06-08,11.18,10.87,978389.06
2015-06-05,10.88,11.08,1107065.88
2015-06-04,10.28,10.7,1008871.5
2015-06-03,9.89,10.28,862843.94
2015-06-02,9.56,9.89,815929.75
2015-06-01,8.8,9.47,839259.69
2015-05-29,8.6,8.78,818223.06
2015-05-28,9.09,8.53,1076834.75
2015-05-27,9.13,9.1,793128.88
2015-05-26,9.1,9.12,835443.56
2015-05-25,8.67,9.05,1020172.38
2015-05-22,8.17,8.8,1186284.25
2015-05-21,7.94,8.13,734270.0
2015-05-20,7.96,7.92,941898.0
2015-05-19,7.35,7.95,1095476.62
2015-05-18,7.37,7.33,335332.72
