date,open,close,volume
2015-12-31,68.9,66.5,19961.78
2015-12-30,67.3,68.5,26299.56
2015-12-29,69.0,67.21,32053.67
2015-12-28,70.0,68.55,30371.84
2015-12-25,70.78,69.83,26920.38
2015-12-24,70.55,70.74,32678.57
2015-12-23,72.2,71.23,43099.67
2015-12-22,72.07,72.09,28982.51
2015-12-21,71.5,71.7,44022.37
2015-12-18,76.0,72.8,81547.08
2015-12-17,74.3,77.51,112158.42
2015-12-16,71.5,73.96,90249.35
2015-12-15,70.16,70.57,39655.39
2015-12-14,69.08,70.15,57607.58
2015-12-11,70.5,71.35,64091.57
2015-12-10,71.19,70.57,62286.28
2015-12-09,73.53,71.02,90561.24
2015-12-08,80.63,75.65,119606.08
2015-12-07,78.08,82.49,116374.01
2015-12-04,77.6,77.7,96945.43
2015-12-03,75.6,78.4,99378.11
2015-12-02,74.0,77.21,132416.14
2015-12-01,78.9,74.0,154547.8
2015-11-30,78.0,80.08,149334.38
2015-11-27,78.99,80.0,212677.12
2015-11-26,75.0,78.33,153862.38
2015-11-25,71.21,71.21,29737.15
2015-11-24,64.74,64.74,8203.69
2015-11-23,53.41,58.85,56984.7
2015-11-20,50.8,54.16,40400.94
2015-11-19,47.81,50.82,35151.81
2015-11-18,48.01,47.61,34894.86
2015-11-17,49.86,47.61,61545.24
2015-11-16,42.6,48.16,58594.68
2015-11-13,44.97,43.78,45044.62
2015-11-12,45.0,45.7,50867.64
2015-11-11,41.84,45.0,53288.57
2015-11-10,41.9,41.8,34410.65
2015-11-09,40.32,42.6,56579.0
2015-11-06,40.25,41.14,45020.36
2015-11-05,40.55,40.16,51925.63
2015-11-04,40.0,41.06,57556.86
2015-11-03,37.43,39.85,57445.45
2015-11-02,35.87,37.49,47131.44
2015-10-30,35.7,36.55,35282.9
2015-10-29,34.7,35.67,33068.1
2015-10-28,34.7,34.2,22929.62
2015-10-27,34.3,35.0,22523.43
2015-10-26,34.29,34.7,36627.5
2015-10-23,33.29,33.84,23568.88
2015-10-22,31.6,32.91,25567.81
2015-10-21,34.83,31.6,32826.06
2015-10-20,33.7,34.94,36675.22
2015-10-19,33.98,33.7,27098.72
2015-10-16,34.05,33.85,28373.36
2015-10-15,32.5,33.76,26003.11
2015-10-14,33.21,32.78,29307.56
2015-10-13,32.75,33.21,27539.49
2015-10-12,32.4,33.29,54797.47
2015-10-09,29.78,31.12,38488.63
2015-10-08,30.8,30.0,42254.54
2015-10-07,30.2,30.39,1672.0
2015-09-30,28.52,29.6,41980.79
2015-09-29,28.04,27.96,13299.58
2015-09-28,27.77,28.55,16649.31
2015-09-25,28.36,27.51,18476.8
2015-09-24,27.55,28.5,27561.71
2015-09-23,27.5,27.4,15920.51
2015-09-22,28.06,27.95,22960.33
2015-09-21,26.63,27.85,19596.03
2015-09-18,26.98,26.9,13962.85
2015-09-17,27.68,26.97,38404.87
2015-09-16,25.9,27.9,19575.8
2015-09-15,26.09,25.82,14740.03
2015-09-14,28.38,27.1,29676.27
2015-09-11,28.43,28.4,16004.94
2015-09-10,29.0,28.64,17267.22
2015-09-09,28.42,29.6,30809.95
2015-09-08,27.0,28.42,23695.26
2015-09-07,27.1,27.44,30151.33
2015-09-02,25.92,27.09,21387.11
2015-09-01,27.66,27.2,26451.07
2015-08-31,29.73,28.07,17354.13
2015-08-28,28.8,30.04,29467.3
2015-08-27,27.42,28.31,22679.63
2015-08-26,27.09,27.36,28318.38
2015-08-25,26.0,27.09,45286.53
2015-08-24,30.86,28.89,26868.0
2015-08-21,34.35,32.1,22803.84
2015-08-20,36.0,35.2,18961.31
2015-08-19,35.0,36.5,27610.15
2015-08-18,39.5,35.88,39636.71
2015-08-17,37.9,39.87,38529.73
2015-08-14,37.4,37.61,33042.11
2015-08-13,36.69,37.12,23278.29
2015-08-12,37.08,36.73,26088.6
2015-08-11,37.8,37.35,36837.79
2015-08-10,36.38,37.79,38911.4
2015-08-07,35.3,36.05,29669.68
2015-08-06,34.5,35.08,25877.36
2015-08-05,34.19,35.02,49171.29
2015-08-04,31.67,33.99,29903.12
2015-08-03,33.7,30.9,30058.2
2015-07-31,34.53,34.06,22074.34
2015-07-30,35.27,34.51,39679.31
2015-07-29,34.8,35.67,30004.5
2015-07-28,33.99,33.95,42271.6
2015-07-27,39.0,36.32,41252.99
2015-07-24,42.0,40.36,59641.92
2015-07-23,39.93,42.58,53338.4
2015-07-22,38.5,39.51,40856.34
2015-07-21,38.0,38.49,34103.12
2015-07-20,37.9,38.01,42192.44
2015-07-17,35.0,37.57,38844.47
2015-07-16,33.8,34.54,60776.95
2015-07-15,42.0,36.57,42129.78
2015-07-14,40.63,40.63,7365.04
2015-07-06,42.8,36.94,56237.18
2015-07-02,45.0,41.04,39230.72
2015-07-01,50.57,45.6,37892.27
2015-06-30,46.0,50.67,41930.44
2015-06-29,54.81,48.2,43937.16
2015-06-26,57.0,53.55,27977.28
2015-06-25,62.91,59.5,40051.27
2015-06-24,59.99,62.4,42166.2
2015-06-23,56.0,59.15,32779.51
2015-06-19,59.3,55.8,31246.38
2015-06-18,61.9,59.78,35819.34
2015-06-17,57.68,61.5,35603.29
2015-06-16,63.2,58.5,46244.42
2015-06-15,61.51,64.26,47049.35
2015-06-12,59.52,62.61,64152.36
2015-06-11,54.99,60.4,55157.16
2015-06-10,52.52,55.01,35934.87
2015-06-09,51.31,53.36,34636.23
2015-06-08,51.47,51.3,41342.92
2015-06-05,51.31,50.98,39539.03
2015-06-04,53.3,50.65,48527.76
2015-06-03,55.3,53.28,34223.54
2015-06-02,53.0,55.48,42674.82
2015-06-01,50.01,52.4,65521.91
2015-05-29,48.2,47.64,38961.58
2015-05-28,48.78,48.06,59920.19
2015-05-27,48.88,48.9,36611.38
2015-05-26,46.0,48.5,42628.46
2015-05-25,45.1,46.0,40551.72
2015-05-22,47.81,46.38,42217.99
2015-05-21,47.56,47.76,29061.11
2015-05-20,45.41,47.59,43723.72
2015-05-19,45.85,45.67,43643.1
2015-05-18,41.39,45.49,50390.63
2015-05-15,40.0,42.0,52593.39
2015-05-14,41.25,40.57,39319.93
2015-05-13,40.51,41.31,82269.29
2015-05-12,37.8,40.43,74615.61
2015-05-11,36.15,37.53,51488.53
2015-05-08,34.89,35.99,20008.43
2015-05-07,35.47,34.51,23429.82
2015-05-06,36.0,35.56,37610.1
2015-05-05,35.2,36.35,69546.19
2015-05-04,35.22,34.97,22424.27
2015-04-30,34.5,35.11,30678.01
2015-04-29,34.29,34.66,21487.65
2015-04-28,35.2,34.13,32924.59
2015-04-27,36.04,35.25,42215.87
2015-04-24,36.5,35.42,48174.06
2015-04-23,37.55,37.1,58171.12
2015-04-22,36.99,38.28,108956.64
2015-04-21,37.37,39.7,46820.9
2015-04-20,38.0,36.09,27045.46
2015-04-17,38.5,37.83,26331.81
2015-04-16,35.0,37.79,31105.26
2015-04-15,38.8,36.21,26191.31
2015-04-14,38.1,39.06,30472.02
2015-04-13,36.62,38.04,31994.72
2015-04-10,34.33,37.03,27645.44
2015-04-09,36.5,34.8,35251.23
2015-04-08,37.14,36.56,26787.64
2015-04-07,36.2,37.4,34057.88
2015-04-03,35.5,36.12,24001.39
2015-04-02,35.65,35.84,24696.23
2015-04-01,35.0,35.55,22230.95
2015-03-31,35.0,34.95,25237.78
2015-03-30,34.01,35.26,41129.54
2015-03-27,32.25,34.32,37701.78
2015-03-26,32.4,32.12,23822.85
2015-03-25,31.8,32.65,25757.51
2015-03-24,31.38,32.23,35185.16
2015-03-23,31.27,31.8,22874.79
2015-03-20,29.53,31.28,33329.44
2015-03-19,29.84,29.71,21130.6
2015-03-18,29.65,29.86,16090.37
2015-03-17,29.25,29.66,23152.72
2015-03-16,28.8,29.12,17517.34
2015-03-13,28.25,28.59,14366.01
2015-03-12,28.65,28.25,13590.53
2015-03-11,28.09,28.66,19595.77
2015-03-10,28.02,28.1,10999.59
2015-03-09,27.7,27.9,7355.77
2015-03-06,28.05,27.8,9899.85
2015-03-05,28.25,28.02,12313.86
2015-03-04,27.5,28.25,13079.98
2015-03-03,28.39,27.63,14040.39
2015-03-02,27.94,28.42,18515.07
2015-02-27,27.9,27.94,11833.3
2015-02-26,27.85,28.04,11659.76
2015-02-25,27.33,28.0,14187.69
2015-02-24,27.34,27.4,114.0
2015-02-17,27.41,27.3,5934.27
2015-02-16,27.1,27.3,7517.85
2015-02-13,27.15,26.97,7842.62
2015-02-12,26.5,26.84,6465.5
2015-02-11,26.15,26.5,5417.13
2015-02-10,25.65,26.18,5146.23
2015-02-09,26.01,25.78,5457.36
2015-02-06,26.98,25.95,11483.19
2015-02-05,27.49,26.95,8692.82
2015-02-04,27.52,27.19,12334.35
2015-02-03,27.27,27.52,11652.03
2015-02-02,27.18,27.3,10271.51
2015-01-30,28.78,27.46,16647.67
2015-01-29,28.1,28.73,20218.76
2015-01-28,27.79,28.25,13528.76
2015-01-27,28.15,27.93,13747.24
2015-01-26,27.9,28.24,12029.33
2015-01-23,28.61,28.07,21957.86
2015-01-22,28.54,28.61,21263.74
2015-01-21,28.59,28.54,31041.83
2015-01-20,26.98,28.62,35780.78
2015-01-19,26.1,26.85,35429.76
2015-01-16,25.98,26.35,10276.38
2015-01-15,24.96,25.98,19707.81
2015-01-14,25.23,24.96,7615.15
2015-01-13,24.86,25.23,9217.47
2015-01-12,25.4,24.87,10798.02
2015-01-09,25.65,25.65,9118.96
2015-01-08,25.61,25.68,9264.01
2015-01-07,26.34,25.8,11830.9
2015-01-06,25.7,26.43,14839.94
2015-01-05,26.02,25.86,14539.6
