Date,Open,High,Low,Close,Volume,Adj Close
2015-12-31,16.8,16.96,16.54,16.54,61153.01,0
2015-12-30,16.62,16.9,16.47,16.88,72609.03,0
2015-12-29,16.5,16.73,16.38,16.55,48747.98,0
2015-12-28,16.76,16.9,16.4,16.62,52099.34,0
2015-12-25,16.57,16.79,16.42,16.52,63946.6,0
2015-12-24,16.67,16.72,16.06,16.48,84824.39,0
2015-12-23,17.85,17.87,16.6,16.79,146232.75,0
2015-12-22,18.03,18.13,17.7,17.85,64803.25,0
2015-12-21,17.59,18.0,17.47,17.94,76341.87,0
2015-12-18,17.73,17.95,17.38,17.69,89917.89,0
2015-12-17,17.1,18.04,17.01,17.89,115497.38,0
2015-12-16,17.03,17.2,16.64,17.1,90707.24,0
2015-12-15,17.08,17.56,17.04,17.15,86642.49,0
2015-12-14,16.4,17.17,16.1,17.13,66511.01,0
2015-12-11,16.3,16.89,15.71,16.65,100146.26,0
2015-12-10,16.96,17.09,16.3,16.39,94527.0,0
2015-12-09,17.87,18.39,17.03,17.16,111972.46,0
2015-12-08,17.64,18.16,17.28,18.09,143182.44,0
2015-12-07,17.4,17.75,17.2,17.4,83275.22,0
2015-12-04,17.8,18.27,17.31,17.46,112535.63,0
2015-12-03,17.31,18.2,17.31,17.99,136249.91,0
2015-12-02,18.82,18.82,16.97,17.34,195078.02,0
2015-12-01,18.56,19.39,17.96,18.86,265845.19,0
2015-11-30,17.36,18.89,17.21,18.89,363659.06,0
2015-11-27,16.87,17.94,16.56,17.2,303148.25,0
2015-11-26,16.05,17.5,15.93,17.01,223735.16,0
2015-11-25,15.88,16.08,15.7,15.91,95910.82,0
2015-11-24,16.3,16.3,15.62,15.89,71271.36,0
2015-11-23,16.16,16.53,16.06,16.21,93484.65,0
2015-11-20,15.88,16.28,15.75,16.15,96030.5,0
2015-11-19,15.6,15.98,15.52,15.9,68801.25,0
2015-11-18,15.9,16.07,15.58,15.73,52347.41,0
2015-11-17,16.34,16.44,16.0,16.05,88041.77,0
