Date,Open,High,Low,Close,Volume,Adj Close
2015-12-31,19.48,19.49,18.8,18.87,106322.41,0
2015-12-30,18.86,19.4,18.69,19.32,163485.97,0
2015-12-29,18.6,18.85,18.45,18.84,132107.44,0
2015-12-28,19.55,19.6,18.6,18.73,200665.98,0
2015-12-25,19.23,19.56,19.01,19.52,151721.12,0
2015-12-24,19.99,19.99,18.83,19.23,208968.94,0
2015-12-23,20.06,20.38,19.87,19.92,223300.78,0
2015-12-22,20.25,20.4,19.85,20.04,211063.34,0
2015-12-21,20.1,20.6,19.9,20.13,288490.25,0
2015-12-18,20.31,20.6,19.94,20.19,473313.56,0
2015-12-17,20.2,21.58,20.06,20.86,893602.12,0
2015-12-16,19.82,19.82,19.82,19.82,73358.63,0
2015-08-07,17.7,18.14,17.64,18.01,191085.95,0
2015-08-06,17.25,17.85,17.05,17.43,141587.41,0
2015-08-05,18.42,18.58,17.65,17.83,276302.78,0
2015-08-04,17.03,18.72,16.95,18.6,322052.88,0
2015-08-03,16.53,17.07,16.41,17.03,269003.31,0
2015-07-31,16.26,16.8,16.18,16.75,224275.62,0
2015-07-30,16.9,17.43,16.18,16.42,308683.31,0
2015-07-29,16.52,17.3,15.85,17.1,368829.25,0
2015-07-28,15.39,17.0,15.1,16.06,460828.22,0
2015-07-27,17.8,19.14,16.37,16.38,535333.19,0
2015-07-24,19.0,19.27,17.89,18.19,588283.5,0
2015-07-23,18.25,19.28,17.98,19.06,551121.25,0
2015-07-22,17.83,18.54,17.57,18.21,366840.16,0
2015-07-21,17.3,18.08,17.11,17.99,333236.28,0
2015-07-20,17.58,18.25,17.18,17.68,399569.53,0
2015-07-17,16.7,17.82,16.57,17.59,347379.78,0
2015-07-16,16.21,17.1,15.1,16.55,287451.34,0
2015-07-15,17.3,17.98,16.21,16.21,413114.5,0
2015-07-14,18.05,19.34,17.5,18.02,711796.81,0
2015-07-13,17.0,18.05,16.63,18.05,636995.44,0
2015-07-10,15.3,16.41,15.13,16.41,366492.69,0
2015-07-09,13.56,14.92,12.95,14.92,432020.66,0
2015-07-08,13.56,14.32,13.56,13.56,455158.38,0
2015-07-07,16.01,16.39,15.06,15.1,571805.12,0
2015-07-06,17.83,17.83,14.92,16.76,565695.81,0
2015-07-03,16.6,17.75,15.41,16.22,571240.06,0
2015-07-02,17.99,18.48,16.02,16.36,409195.94,0
2015-07-01,19.1,20.18,17.64,17.69,429786.81,0
2015-06-30,18.05,19.9,16.36,19.6,469261.38,0
2015-06-29,20.66,20.66,18.14,18.14,405301.97,0
2015-06-26,21.85,22.1,20.16,20.16,310259.25,0
2015-06-25,24.35,24.39,22.06,22.41,328132.44,0
2015-06-24,24.17,24.5,23.52,24.3,325371.88,0
2015-06-23,23.37,24.13,21.64,23.98,294883.12,0
2015-06-19,25.53,25.85,23.37,23.37,331946.09,0
2015-06-18,27.4,27.8,25.86,25.86,326305.03,0
2015-06-17,26.98,28.09,26.5,27.78,357562.88,0
2015-06-16,28.68,28.68,26.62,26.95,431116.97,0
2015-06-15,29.99,30.46,28.65,28.68,495499.94,0
2015-06-12,29.73,31.3,29.51,30.2,714398.62,0
2015-06-11,30.0,30.15,29.1,29.69,720245.62,0
2015-06-10,27.01,30.22,27.0,30.22,1019775.75,0
2015-06-09,28.47,28.47,27.11,27.47,489040.47,0
2015-06-08,29.06,29.33,27.91,28.49,684787.56,0
2015-06-05,27.81,28.8,27.4,28.5,845917.31,0
2015-06-04,27.91,28.09,26.01,27.48,531245.31,0
2015-06-03,27.0,27.79,26.01,27.68,671511.75,0
2015-06-02,26.25,27.09,25.9,27.0,504428.28,0
2015-06-01,25.05,26.38,25.05,26.35,401125.19,0
2015-05-29,25.4,25.88,24.03,25.04,533915.56,0
2015-05-28,28.29,28.45,25.44,25.44,715268.19,0
2015-05-27,28.98,28.98,27.92,28.27,576771.38,0
2015-05-26,27.81,29.1,27.5,28.61,767217.25,0
2015-05-25,26.99,28.1,26.58,27.71,627340.75,0
