Date,Open,High,Low,Close,Volume,Adj Close
2015-12-31,74.88,75.59,71.6,74.8,34937.93,0
2015-12-30,72.0,77.51,72.0,74.86,38775.39,0
2015-12-29,71.0,74.16,69.82,72.7,47609.81,0
2015-12-28,74.35,76.3,68.14,71.99,64545.38,0
2015-12-25,77.18,78.18,74.5,75.71,28307.65,0
2015-12-24,72.35,78.99,72.32,77.39,52974.47,0
2015-12-23,77.0,78.79,72.31,73.18,68738.88,0
2015-12-22,77.02,79.21,75.03,77.0,49925.31,0
2015-12-21,84.0,84.0,75.86,75.9,73866.4,0
2015-12-18,85.5,87.79,79.3,84.25,75417.69,0
2015-12-17,75.9,84.48,75.9,84.48,84535.2,0
2015-12-16,73.0,81.73,72.5,76.8,141846.12,0
2015-12-15,68.72,75.57,67.6,74.3,141155.3,0
2015-12-14,69.0,70.88,64.5,69.0,161412.05,0
2015-12-11,68.0,73.63,67.21,67.5,314288.03,0
2015-12-10,67.89,67.89,66.0,67.69,250929.27,0
2015-12-09,61.72,61.72,61.72,61.72,1877.42,0
2015-12-08,56.11,56.11,56.11,56.11,16791.02,0
2015-12-07,51.01,51.01,51.01,51.01,25256.24,0
2015-12-04,46.37,46.37,46.37,46.37,7491.67,0
2015-12-03,42.15,42.15,42.15,42.15,2422.0,0
2015-12-02,38.32,38.32,38.32,38.32,3057.0,0
2015-12-01,34.84,34.84,34.84,34.84,392.0,0
2015-11-30,31.67,31.67,31.67,31.67,3216.31,0
2015-11-27,28.79,28.79,28.79,28.79,863.02,0
2015-11-26,26.17,26.17,26.17,26.17,599.34,0
2015-04-03,42.98,47.65,42.98,47.65,46278.89,0
2015-04-02,42.5,43.89,42.36,43.32,36527.02,0
2015-04-01,40.28,42.66,39.6,42.33,45131.8,0
2015-03-31,39.77,40.25,39.3,40.2,16768.04,0
2015-03-30,40.42,41.3,39.22,39.72,25047.83,0
2015-03-27,40.86,41.49,40.15,40.81,21053.42,0
2015-03-26,40.48,42.0,39.6,40.9,27375.75,0
2015-03-25,40.21,41.19,39.46,40.8,26987.5,0
2015-03-24,39.7,41.84,38.66,40.36,31606.33,0
2015-03-23,39.0,39.99,38.48,39.95,28476.64,0
2015-03-20,38.5,39.0,38.1,38.75,13571.08,0
2015-03-19,38.05,38.83,38.05,38.66,16312.95,0
2015-03-18,37.4,38.16,37.3,38.03,15031.69,0
2015-03-17,37.86,37.97,37.19,37.45,13105.09,0
2015-03-16,37.25,38.19,36.3,37.9,20655.23,0
2015-03-13,38.42,38.93,37.7,37.74,33776.83,0
2015-03-12,37.49,38.1,36.7,37.8,14572.84,0
2015-03-11,36.7,37.8,36.36,37.76,10071.57,0
2015-03-10,36.3,36.98,36.28,36.7,9367.34,0
2015-03-09,35.5,36.6,34.52,36.39,12746.34,0
2015-03-06,35.58,35.88,35.44,35.56,3984.82,0
2015-03-05,36.14,36.52,35.46,35.58,8808.98,0
2015-03-04,36.31,36.77,36.09,36.24,6930.45,0
2015-03-03,37.17,37.6,36.02,36.35,15243.04,0
2015-03-02,37.0,39.62,37.0,37.85,20492.07,0
2015-02-27,35.01,36.5,35.01,36.02,4260.15,0
2015-02-26,36.0,36.2,35.59,35.93,3003.3,0
2015-02-25,36.35,37.0,35.67,35.96,2787.99,0
2015-02-24,36.21,36.25,36.11,36.11,10.0,0
2015-02-17,36.01,36.5,35.75,36.38,3927.69,0
2015-02-16,35.48,36.58,35.3,35.96,3714.52,0
2015-02-13,34.78,35.6,34.39,35.48,5725.63,0
2015-02-12,34.64,35.0,34.25,34.36,3667.02,0
2015-02-11,33.71,34.76,33.68,34.6,3206.0,0
2015-02-10,33.34,34.1,33.2,33.67,3506.0,0
2015-02-09,34.3,34.45,33.16,33.52,5759.78,0
2015-02-06,36.0,36.27,34.5,34.6,5250.99,0
2015-02-05,36.71,36.71,35.9,36.0,6058.2,0
2015-02-04,37.03,37.04,36.25,36.26,8028.06,0
2015-02-03,37.45,37.89,36.37,37.26,14933.46,0
2015-02-02,36.98,39.94,36.7,38.15,29030.25,0
2015-01-30,35.87,37.05,35.57,36.7,14835.72,0
2015-01-29,35.63,36.13,35.01,35.96,12422.99,0
2015-01-28,35.8,36.45,35.42,35.75,8335.17,0
2015-01-27,36.66,36.92,36.01,36.31,3868.29,0
2015-01-26,36.37,36.85,36.1,36.76,6555.11,0
2015-01-23,37.28,37.28,36.62,36.75,6163.24,0
2015-01-22,36.8,37.36,36.2,37.29,12525.1,0
2015-01-21,36.4,37.37,36.16,36.78,8908.76,0
2015-01-20,34.32,36.7,34.32,36.45,10835.01,0
2015-01-19,34.29,35.79,34.0,34.6,10686.11,0
2015-01-16,33.56,35.4,33.51,34.92,12054.96,0
2015-01-15,33.71,33.89,33.02,33.6,5419.19,0
2015-01-14,34.18,34.18,33.3,33.7,4939.1,0
2015-01-13,33.04,34.5,33.04,34.21,5625.17,0
2015-01-12,34.1,34.65,33.3,33.71,10053.38,0
2015-01-09,32.58,34.8,32.17,34.62,19342.48,0
2015-01-08,32.11,32.72,31.7,32.52,6979.38,0
2015-01-07,33.44,33.45,32.22,32.34,7608.22,0
2015-01-06,32.94,33.77,32.62,33.29,8997.21,0
2015-01-05,32.72,33.59,32.72,32.92,10343.1,0
