Date,Open,High,Low,Close,Volume,Adj Close
2015-12-31,11.45,11.52,11.25,11.28,100889.13,0
2015-12-30,11.4,11.54,11.35,11.45,91242.46,0
2015-12-29,11.19,11.48,11.16,11.43,88478.82,0
2015-12-28,11.58,11.66,11.3,11.32,168179.58,0
2015-12-25,11.36,11.59,11.36,11.57,138428.67,0
2015-12-24,11.48,11.55,11.23,11.37,157004.2,0
2015-12-23,11.51,11.65,11.46,11.52,204019.08,0
2015-12-22,11.45,11.58,11.39,11.47,146737.19,0
2015-12-21,11.2,11.46,11.15,11.46,211510.12,0
2015-12-18,11.28,11.35,11.13,11.21,138493.78,0
2015-12-17,11.08,11.31,11.06,11.27,155080.47,0
2015-12-16,11.0,11.17,10.97,11.0,107070.14,0
2015-12-15,11.07,11.11,10.92,10.98,100716.09,0
2015-12-14,10.65,11.15,10.55,11.04,118110.87,0
2015-12-11,10.73,10.78,10.58,10.7,98515.75,0
2015-12-10,10.94,11.02,10.71,10.81,89993.04,0
2015-12-09,10.87,10.96,10.83,10.9,68146.43,0
2015-12-08,11.15,11.15,10.88,10.9,134541.62,0
2015-12-07,11.24,11.3,11.11,11.21,98506.54,0
2015-12-04,11.46,11.46,11.19,11.23,132023.52,0
2015-12-03,11.34,11.54,11.3,11.51,150432.55,0
2015-12-02,11.14,11.4,10.95,11.37,223718.56,0
2015-12-01,10.94,11.26,10.9,11.1,147737.52,0
2015-11-30,11.01,11.07,10.5,10.96,172709.17,0
2015-11-27,11.79,11.81,10.8,10.98,214742.7,0
2015-11-26,11.96,12.03,11.79,11.81,150886.81,0
2015-11-25,11.78,11.94,11.69,11.94,170113.16,0
2015-11-24,11.76,11.8,11.58,11.77,150713.45,0
2015-11-23,11.94,11.98,11.74,11.78,211092.06,0
2015-11-20,11.92,12.1,11.88,11.96,186352.52,0
2015-11-19,11.88,11.98,11.75,11.95,137950.55,0
2015-11-18,12.18,12.2,11.8,11.83,275105.44,0
2015-11-17,12.3,12.48,12.08,12.18,436177.31,0
2015-11-16,11.71,12.22,11.65,12.19,441673.75,0
2015-11-13,11.65,11.92,11.58,11.71,283981.03,0
2015-11-12,11.88,11.89,11.62,11.73,255260.2,0
2015-11-11,11.85,11.97,11.73,11.89,279746.91,0
2015-11-10,12.05,12.05,11.74,11.89,479454.47,0
2015-11-09,11.72,12.38,11.6,12.1,552572.88,0
2015-11-06,11.32,11.74,11.31,11.72,454124.69,0
2015-11-05,11.4,11.8,11.12,11.34,663178.0,0
2015-11-04,10.76,11.23,10.75,11.22,358052.16,0
2015-11-03,10.75,10.89,10.66,10.72,144871.06,0
2015-11-02,10.89,11.06,10.72,10.72,178449.48,0
2015-10-30,11.09,11.18,10.82,11.0,186277.03,0
2015-10-29,11.01,11.22,10.91,11.09,259127.19,0
2015-10-28,11.09,11.34,10.8,10.84,241110.06,0
2015-10-27,11.1,11.23,10.73,11.1,321288.03,0
2015-10-26,10.96,11.42,10.85,11.29,513477.62,0
2015-10-23,10.66,11.11,10.61,10.93,365546.75,0
2015-10-22,10.31,10.65,10.18,10.63,229831.05,0
2015-10-21,10.9,11.12,10.18,10.24,416294.22,0
2015-10-20,10.67,10.87,10.53,10.84,230964.47,0
2015-10-19,10.83,11.05,10.59,10.68,277508.59,0
2015-10-16,10.78,10.95,10.52,10.81,337208.75,0
2015-10-15,10.39,10.79,10.33,10.72,262527.47,0
2015-10-14,10.61,10.75,10.4,10.45,296971.41,0
2015-10-13,10.22,10.96,10.21,10.85,468718.25,0
2015-10-12,9.99,10.43,9.99,10.39,404117.31,0
2015-10-09,9.77,10.03,9.77,9.93,223986.38,0
2015-10-08,9.99,10.07,9.76,9.83,239755.05,0
2015-09-30,9.58,9.67,9.52,9.55,82045.66,0
2015-09-29,9.65,9.69,9.5,9.56,123068.06,0
2015-09-28,9.68,9.99,9.6,9.88,193757.08,0
2015-09-25,9.79,9.84,9.45,9.53,156430.27,0
2015-09-24,9.71,10.17,9.71,9.87,186056.86,0
2015-09-23,9.83,9.9,9.6,9.65,204961.02,0
2015-09-22,9.73,10.3,9.67,10.07,308063.31,0
2015-09-21,9.49,9.79,9.41,9.77,158415.69,0
2015-09-18,9.32,9.81,9.25,9.6,165316.95,0
2015-09-17,9.51,9.81,9.3,9.32,177268.62,0
2015-09-16,9.04,9.87,9.04,9.68,171922.25,0
2015-09-15,9.18,9.25,8.83,8.99,164909.47,0
2015-09-14,9.99,10.03,8.91,9.45,334119.38,0
2015-09-11,9.95,10.09,9.76,9.9,113580.27,0
2015-09-10,10.01,10.14,9.87,9.9,153242.16,0
2015-09-09,10.06,10.28,9.99,10.22,267133.84,0
2015-09-08,9.63,10.09,9.5,10.01,153162.19,0
2015-09-07,9.98,10.49,9.65,9.73,266178.78,0
2015-09-02,9.4,10.35,9.33,10.05,408691.0,0
2015-09-01,9.96,10.14,9.3,10.05,423367.94,0
2015-08-31,9.7,10.31,9.4,10.21,483023.25,0
2015-08-28,9.4,10.0,9.27,9.84,403999.53,0
2015-08-27,9.0,9.27,8.78,9.26,286561.22,0
2015-08-26,9.25,9.45,8.58,8.89,406992.69,0
